cod_id;endereco_lote_mais_proximo;lat;lon;status
221621780;RUA IMBIACA 157, 157, CENTRO;-19.5858934;-46.9412687;pendente_geracao
221621784;RUA CARVALHO LOPES 0, 0, CENTRO;-19.5906978;-46.9422222;pendente_geracao
221621786;RUA ANGELA MARQUES TORRES 142, 142, CENTRO;-19.591338;-46.9414865;pendente_geracao
221621789;RUA CARVALHO LOPES 244, 244, CENTRO;-19.5896667;-46.9415045;pendente_geracao
221621793;RUA SANTA CRUZ 307, 307, FERTIZA;-19.6116865;-46.9417688;pendente_geracao
221621813;RUA ANTONIO BARRETO 306, 306, FERTIZA;-19.6104296;-46.9435648;pendente_geracao
221621821;RUA ANTONIO CASTRO ALVES 130, 130, FERTIZA;-19.6085733;-46.9431421;pendente_geracao
221621831;RUA ZECA DO ALFREDO 300, 300, JOAO RIBEIRO;-19.6036792;-46.9429785;pendente_geracao
221621843;RUA SEBASTIAO SANTIAGO 207, 207, FERTIZA;-19.6077577;-46.9433802;pendente_geracao
221621858;RUA CELIDONIO AFONSECA E SILVA 415, 415, JOAO RIBEIRO;-19.6044845;-46.9436935;pendente_geracao
221621906;AVENIDA WILSON BORGES 100, 100, DOUTOR PEDRO PEZZUTI;-19.5970301;-46.9296023;pendente_geracao
221621911;RUA JOSE RIBEIRO 215, 215, PADRE ALAOR;-19.6082139;-46.9295164;pendente_geracao
221703528;RUA ANTONIO TEIXEIRA VALLE 55, 55, PADRE ALAOR;-19.6057037;-46.9311164;pendente_geracao
221703537;RUA JUCA GONCALVES 970, 970, SANTO ANTONIO;-19.6050561;-46.9283254;pendente_geracao
221703589;PRACA JUCA FREDERICO 30, 30, SANTO ANTONIO;-19.601299;-46.9282615;pendente_geracao
221703590;PRACA PADRE ANACLETO 872, 872, SANTO ANTONIO;-19.6043686;-46.9267253;pendente_geracao
221703635;RUA TUPI 365, 365, SANTO ANTONIO;-19.6010755;-46.9246654;pendente_geracao
221703656;RUA ARGENITA 445, 445, MANGUEIRA I;-19.6034595;-46.9238931;pendente_geracao
221703693;RUA BALTAZAR FERREIRA RIBEIRO 279, 279, NOVO SANTO ANTONIO;-19.6089477;-46.9217183;pendente_geracao
221703714;RUA JOVINO AUGUSTO DA SILVA 185, 185, ADHEMAR RODRIGUES VALLE;-19.6129446;-46.9255406;pendente_geracao
221704074;RUA URBANO VILELA 481, 481, SAGRADA FAMILIA;-19.6018812;-46.9363038;pendente_geracao
221704089;RUA CALIMERIO GUIMARAES 376, 376, CENTRO;-19.5929481;-46.936254;pendente_geracao
221704101;AVENIDA ARACELY DE PAULA 2500, 2500, CENTRO;-19.5994317;-46.9356072;pendente_geracao
221704111;AVENIDA ARACELY DE PAULA 2600, 2600, CENTRO;-19.6000631;-46.935691;pendente_geracao
221704119;RUA LUIZ COLOMBO 617, 617, SAGRADA FAMILIA;-19.6027961;-46.9377445;pendente_geracao
221704143;RUA DOM JOSE GASPAR 383, 383, CENTRO;-19.5940841;-46.9372875;pendente_geracao
221704190;RUA TIO ANIBAL 80, 80, SILVERIA;-19.6087884;-46.9391127;pendente_geracao
221704198;AVENIDA SENADOR MONTANDON 815, 815, SAGRADA FAMILIA;-19.6014848;-46.9395684;pendente_geracao
221704226;RUA BOM JARDIM 95, 95, CENTRO;-19.5874041;-46.9402289;pendente_geracao
221704240;AVENIDA IMBIARA 1755, 1755, SILVERIA;-19.609337;-46.9401678;pendente_geracao
221704428;AVENIDA PREFEITO ARACELY DE PAULA 2695, 2695, SANTA TEREZINHA;-19.6011858;-46.9354471;pendente_geracao
221704449;RUA OMAR DUMONT FILHO 135, 135, SANTA TEREZINHA;-19.6031479;-46.9344317;pendente_geracao
221704451;AVENIDA GETULIO VARGAS 850, 850, CENTRO;-19.5986666;-46.9345115;pendente_geracao
221704460;RUA BELO HORIZONTE 17, 17, CENTRO;-19.5940577;-46.9338559;pendente_geracao
221704497;AVENIDA SENADOR MONTANDON 0, 0, CENTRO;-19.5954912;-46.9349596;pendente_geracao
221705428;RUA OSWALDO LEMOS MARTINS 85, 85, SANTO ANTONIO;-19.6132419;-46.9222364;pendente_geracao
