cod_id,poste_numero,na_fila_de_links
222494670,125,SIM
224318326,121,SIM
221621819,101,SIM
219991765,90,SIM
224318327,80,SIM
223977004,66,SIM
223390411,64,SIM
219298290,216,SIM
222494608,98,SIM
224318280,130,SIM
219991729,168,SIM
222494606,221,SIM
219298312,278,SIM
223976959,328,SIM
219991730,307,SIM
222494607,277,SIM
219298291,257,SIM
588535658,389,SIM
588535656,438,SIM
219298313,500,SIM
220854137,546,SIM
221704226,608,SIM
223455619,614,SIM
222494820,659,SIM
223977833,564,SIM
220854136,639,SIM
219992984,676,SIM
219992966,1223,SIM
223977847,1098,SIM
220854127,1038,SIM
219992970,983,SIM
223977849,997,SIM
223455635,951,SIM
219991717,913,SIM
219298310,844,SIM
224318264,787,SIM
223976919,730,SIM
219385030,708,SIM
223390368,626,SIM
223043960,563,SIM
222494635,545,SIM
221621788,476,SIM
224318278,413,SIM
223390302,356,SIM
221621750,351,SIM
1687099768,303,SIM
1687099766,245,SIM
223976960,187,SIM
219298380,155,SIM
224318350,116,SIM
223977033,92,SIM
219991958,75,SIM
219298388,73,SIM
223390421,53,SIM
221621848,68,SIM
223977040,62,SIM
224318383,58,SIM
222494681,44,SIM
220780184,35,SIM
219298389,27,SIM
224318381,23,SIM
219386747,48,SIM
220247537,67,SIM
221621825,178,SIM
222494674,237,SIM
223976996,338,SIM
220780286,408,SIM
222494673,466,SIM
221621826,486,SIM
219991750,510,SIM
219298336,536,SIM
223976929,570,SIM
223390376,609,SIM
222494595,634,SIM
221621793,1263,SIM
